,name,state,review_count,stars
67318,Historic Crossroads,MO,11,4.5
67319,Jalisco Taqueria,TN,66,4.5
67320,Hakata Ramen,PA,179,3.5
67325,Brewers Towne Tavern,NJ,50,3.5
67328,Embers Ski Lodge,TN,233,3.5
67331,Vault + Vine,PA,114,4.5
67335,O'skis Pub & Grille,NV,84,3.5
67339,Zaika Indian Bistro & Bar,AB,82,4.0
67341,Island Jerk,NJ,14,4.5
67343,Land Ocean - Reno,NV,335,4.0
67344,Taqueria El Neto,FL,42,4.5
67348,BrewDog Indianapolis,IN,136,4.5
67350,Royal Farms,NJ,7,2.0
67353,Energy Express Travel Center,MO,8,4.0
67358,Hong Kong,LA,14,4.0
67359,Mandarin Express,LA,19,1.5
67362,Mino Express Hibachi Grill,FL,20,4.5
67366,Mangia Macaroni,PA,69,4.0
67368,Yats,IN,214,4.5
67369,The Breakfast Den,PA,83,4.0
67370,Sonic Drive-In,TN,33,1.5
67373,Popeyes Louisiana Kitchen,TN,40,1.5
67374,Chipotle Mexican Grill,IN,42,3.0
67379,Giuliano's Deli,PA,31,4.5
67381,Yosh's Unique Deli,NV,422,4.0
67384,The Black Cat Tavern On 12th,PA,40,5.0
67387,Schmear It,PA,13,4.5
67388,Panera Bread,PA,54,2.5
67390,KFC,MO,23,2.0
67391,Jersey Mike's Subs,TN,30,3.0
67392,Little India,AB,69,3.5
67393,Nick's Pizzeria,NJ,7,5.0
67400,Walgreens,DE,6,2.5
67406,Jamaica Way,PA,43,3.0
67408,Twistee Treat,FL,17,4.0
67416,Twin Smoke Shoppe,PA,25,4.5
67424,Russo's Cafe,MO,8,3.0
67426,America's Best Wings,PA,17,3.5
67428,Homegrown Gastropub,NV,451,4.0
67430,La Fusion ,PA,30,3.5
67431,Delmar Bar & Lounge,PA,8,4.5
67432,Capri Pizza-N-More,FL,63,4.5
67439,Joan's Catering,FL,7,4.5
67440,First Watch,NJ,200,4.0
67441,Mamenche's,AB,28,4.0
67442,Del Taco,ID,22,3.0
67445,Applebee's Grill + Bar,PA,44,3.5
67455,Select Crawfish Company,LA,6,5.0
67463,Wild Blue Creative Catering,PA,9,5.0
67466,Demestia Baking Company,PA,12,5.0
67469,Funtime Ramen & Tea Bar,TN,59,4.0
67471,Crazy Cafe,FL,240,4.5
67474,Argyll Foods,AB,17,4.5
67482,Starbucks,TN,8,3.0
67484,The Bottle Shop at Local 44,PA,38,4.0
67487,The Mint Fox Cookies & Ice Cream,FL,149,5.0
67488,Marco's Pizza,FL,10,2.5
67490,Nicoletti Beverage Center,PA,5,4.0
67493,Connor's Pub,IN,41,4.0
67494,Turnpike Shell & The Point Market,CA,42,3.0
67501,Mr Wish,PA,7,4.0
67503,New West Restaurant,AB,7,4.5
67504,Speedway,FL,8,3.0
67506,Adelie Coffee House,PA,10,5.0
67507,Best Darn Kettlecorn,PA,11,3.5
67508,Zeppelin Nashville ,TN,55,3.0
67511,QuikTrip,MO,7,3.0
67514,Chuck E. Cheese,NV,56,3.0
67515,Appetito's Pizza,PA,20,2.5
67518,McDonald's,ID,12,2.0
67523,Beef 'O' Brady's,FL,34,3.5
67527,Applebee's Grill + Bar,PA,40,2.5
67531,Wendy's,NJ,23,2.0
67536,St Pete Taco Lady,FL,14,4.0
67537,Bel Mar Bar And Grill,FL,81,4.5
67538,Taste Asian Fusion Bistro,ID,67,4.5
67539,The Spotted Cat Music Club,LA,891,4.5
67542,LongHorn Steakhouse,MO,54,3.0
67544,Panda Bistro,PA,21,2.5
67547,Dragon II Chinese Restaurant,PA,65,4.0
67548,Rizzo's Italian Restaurant,MO,84,3.5
67549,Olive Garden Italian Restaurant,TN,119,2.5
67552,Papa John's Pizza,FL,18,3.0
67555,Taco Bell,MO,31,2.0
67556,Trio,PA,184,3.5
67557,Los Betos,ID,77,3.0
67563,The Vitamin Shoppe,NV,32,3.0
67565,Gambol's Big G Cafe,PA,19,4.0
67567,Smoothie King,FL,11,2.5
67576,Dunleavy's Restaurant & Cocktail Lounge,NJ,93,4.0
67587,Michael’s Deli,NV,14,4.5
67588,Wawa,NJ,6,3.5
67589,KFC,AZ,41,1.5
67590,Yeg Burger,AB,47,4.0
67594,Well Fed,PA,60,4.5
67598,Little Caesars,CA,28,2.5
67601,McDonald's,IN,16,2.5
67603,Dunkin',NJ,14,3.0
67605,Taco Bell,FL,12,2.5
67608,Brew Hop STL,MO,7,5.0
67613,Wellington At Seven Hills Club House,FL,6,4.0
67616,Manila Central Market & Restaurant,NJ,15,4.5
67617,Sapporo Ramen &  Bubble Tea,AB,9,4.0
67622,Ox Coffee,PA,99,4.5
67625,Japanese Village,AB,41,3.5
67627,Wan Fu Chinese Restaurant,MO,97,4.0
67632,Jazzy Doris' Pies,IN,7,4.5
67633,Wingstop,PA,10,2.0
67635,Pizza Plaza,PA,35,3.5
67637,Lead Dog Brewing - Tasting Room & Production,NV,26,4.5
67642,NOLA Brewing,LA,371,4.0
67645,McDonald's,PA,32,2.0
67646,Walgreens,IL,5,2.5
67651,Dunkin',NJ,10,3.0
67662,China Garden,MO,35,2.5
67663,Medellín Bakery & Sandwich Shop,FL,36,4.5
67665,Seafood Sensation,TN,200,4.0
67673,Moore's Spicy Fried Chicken,TN,168,4.0
67676,Chew Philly Food Tours,PA,78,4.5
67683,Villa Capri,PA,59,3.0
67689,Jaggie's Restaurant,PA,5,3.0
67692,Tin Roof,MO,137,3.0
67695,Asia,MO,28,4.0
67700,Zapp Thai,IL,76,3.5
67705,Pizza Hut,IN,12,3.0
67706,McDonald's,IN,27,1.0
67707,Players,NV,8,4.0
67709,Angelina's Panini Bar,PA,5,2.0
67711,Taco Bell,MO,51,2.0
67714,The Original Turkey,PA,213,4.5
67717,Aroma Indian Cuisine,LA,57,4.5
67722,Scotty's Hot Dogs,ID,15,5.0
67723,Halal Gyro Express,PA,41,4.5
67726,Marco's Pizza,FL,38,3.0
67736,McDonald's,PA,23,2.0
67739,Starbucks,LA,130,3.0
67740,Sitaly To Go,DE,23,4.0
67750,CVS Pharmacy,PA,15,2.0
67752,Bob's Haven Deli,PA,19,3.5
67754,Quiznos,IL,10,3.0
67756,La Perrada Lounge,FL,8,3.0
67758,Star of India,DE,44,4.0
67760,Chick-fil-A,TN,62,3.5
67764,Liquor Stores,ID,5,3.5
67768,Di Bruno Bros.,PA,60,3.5
67772,Knead Bakehouse + Provisions,MO,138,4.5
67774,Wendy's,TN,14,2.0
67780,Chick-fil-A,PA,10,2.0
67784,Loaded,FL,23,5.0
67786,Starbucks,TN,13,2.5
67787,Tot Cart,PA,35,4.0
67788,Felipe's Mexican Taqueria - French Quarter,LA,705,3.5
67796,Cafe TJ,MO,5,3.5
67798,KFC,TN,6,1.5
67801,The Original Pancake House,IN,131,3.5
67804,Peking Garden,IL,40,4.0
67805,Hoptober Freshtival,ID,11,4.0
67806,Sidewalk Food Tours of New Orleans,LA,11,5.0
67810,KFC,FL,9,1.0
67812,Jack's Farm Market,PA,7,4.0
67815,Marriott Philadelphia West,PA,84,3.0
67823,Las Palmas Mexican Restaurant,TN,70,3.0
67826,Lamberti Pizza and Market,PA,11,4.5
67828,Choice Greens,AZ,273,4.0
67835,Nitallys ThaiMex,FL,118,4.0
67837,Jimmy's Pita & Poke,AZ,167,4.5
67838,Amelia's Mexican Kitchen,AZ,8,4.5
67839,Lakeview Grill,FL,66,4.0
67842,Beer NV Taproom & Spirits,NV,222,4.5
67851,Pat's Colonial Kitchen,PA,87,4.0
67852,Outpost,CA,198,4.0
67853,Domino's Pizza,DE,9,3.0
67859,La Locanda Ristorante Italiano,PA,109,3.5
67860,Hotel Selkirk,AB,9,3.5
67863,Deeb's Bread,NJ,7,4.5
67866,Campbell's Dairyland,FL,128,4.0
67867,Buffalo Wild Wings,PA,125,2.5
67870,Mary Brown's Famous Chicken & Taters,AB,11,4.0
67872,The Indianapolis Propylaeum,IN,42,3.0
67874,Subway,TN,10,2.0
67876,Domino's Pizza,FL,11,4.5
67879,Lil Deb's Sno World,LA,6,4.0
67883,Rita's Italian Ice,PA,10,4.0
67884,CVS Pharmacy,FL,10,2.5
67885,Edo Japan,AB,11,4.0
67887,Panaderia Azteca Mexico,NV,33,3.5
67897,Panda Express,FL,81,2.0
67903,Yong Hwa Roo,PA,49,4.0
67909,The Independent Caveau NOLA,LA,8,5.0
67911,First Watch,TN,159,4.0
67912,AURA,PA,22,2.0
67913,The Fat Rabbit Pub,FL,278,4.5
67916,Shan's Chinese Restaurant,NJ,28,4.0
67918,Holy Hog Barbecue,FL,196,3.5
67920,Subway,IN,10,2.0
67921,Walgreens,PA,9,2.5
67926,Red Lobster,IN,54,3.5
67929,The Dapper Chef,NJ,10,4.0
67930,CVS Pharmacy,PA,20,1.5
67931,Dunkin',NJ,9,2.5
67933,Subway,FL,5,3.5
67944,Berrylicious at Morgan Farms,FL,8,4.5
67945,Marco's Pizza,FL,12,3.5
67946,Golden Dragon,AZ,97,3.0
67949,Magical Sweet Shop,NJ,18,4.5
67950,Wawa,PA,11,2.5
67954,Turtle Cove Marina,FL,10,3.0
67957,Panera Bread,IN,53,3.0
67958,Baskin Robbins,MO,9,3.5
67961,The Good Plow,CA,20,4.5
67973,Royal China Restaurant,LA,123,3.5
67976,Pete's Out In The Cold,LA,21,5.0
67977,Empire Diner,NV,51,3.5
67978,Burger King,TN,9,1.5
67980,Ruth's Chris Steak House,NV,285,3.5
67981,Mesa Liquors,CA,5,1.5
67983,Vallarta's Mexican Restaurant,FL,124,3.5
67987,Miguelina Bakery,NJ,13,4.0
67988,Paco's Taqueria,IN,332,4.0
67992,Wawa,FL,30,3.5
67993,Nikko's Dog Barrrrr,FL,30,5.0
67997,BubbaQue's,FL,157,4.0
68002,Chuck Lager America's Tavern,FL,135,4.0
68006,Annie Tea House,FL,60,5.0
68009,Dunkin',DE,9,2.5
68010,CVS Pharmacy,IN,6,3.0
68012,Babylon II,FL,6,2.0
68013,Reanimator Coffee,PA,11,4.5
68014,DeMarco's,PA,64,3.5
68025,Yin Yang Express,AZ,32,2.0
68031,Caliente Mexican Restaurant,IN,147,3.5
68034,North End Chinese Rest,ID,47,2.5
68036,Dorinku Osaka,AB,35,4.0
68037,The Job Site Burgers,FL,45,3.5
68042,Wendy's,FL,23,1.5
68044,Hoa An Restaurant,AB,15,3.5
68047,Anthony's Wood Oven Pizzeria,PA,39,3.5
68048,Genevieve's Kitchen,PA,126,4.0
68053,Arby's,NV,75,2.0
68059,Clean Juice,TN,20,4.0
68060,Turnpike Rest Stop,FL,43,4.5
68062,Wendy's,PA,36,1.5
68066,McDonald's,IN,34,1.5
68073,Alto Rooftop Bar & Pool,LA,53,3.5
68078,Washoku Bistro,AB,82,4.0
68101,Burger King,NJ,24,2.5
68108,Modern Hotel,ID,275,4.0
68109,Prost & Riot,TN,8,4.5
68111,Clean Juice Glen Mills,PA,21,3.5
68120,Emmy's Original Pancake House & Grill,IN,117,4.0
68122,Oishi Sushi Japanese & Chinese Food,NJ,11,4.0
68133,Bootleggin' BBQ,MO,132,3.5
68134,Hardee's,MO,11,3.0
68135,The Little India Restaurant,IN,136,4.5
68141,Los Compadres Mexican Restaurant,NV,226,3.5
68143,Spring Ford Diner,PA,59,3.5
68147,Savani Farms,PA,6,4.0
68148,Bob Evans,FL,45,3.5
68151,Hooks Sushi Bar & Thai Food,FL,254,3.5
68156,Presta Coffee Roasters,AZ,99,4.5
68160,L&L Hawaiian Barbecue,NV,18,3.5
68164,The Ice Cream Bar,TN,98,4.0
68167,China Peace,MO,9,4.0
68173,Keeton's Double Play,MO,25,4.0
68175,S&P Boba Tea,PA,26,4.5
68176,Baskin Robbins,FL,6,2.0
68183,Little Anthony Pizza,PA,90,4.5
68188,Salem's Fresh Eats,FL,28,3.5
68190,Johnson's BBQ Shack,IN,23,3.5
68195,Chili's,FL,84,3.0
68196,My Sharpener,AZ,5,5.0
68198,Long Hollow Winery,TN,13,3.5
68203,Surfside Taphouse,FL,334,3.5
68204,Smoothie King,MO,10,3.0
68206,New Dragon Restaurant,DE,12,4.0
68209,Spring Mill Cafe,PA,231,4.5
68212,Fourth & U,TN,12,3.5
68214,Addiction,LA,529,4.5
68220,Irish Rover Station House,PA,115,3.0
68221,IOU Sushi,ID,130,2.5
68224,The Catio Cat Lounge,TN,10,5.0
68225,Sausage Shop Meat Market and Deli,AZ,217,4.5
68227,Fat Dan's Deli,IN,440,4.0
68228,Paddy & Irene's Irish Pub,NV,16,4.5
68245,Produce Junction,PA,19,3.0
68247,Toss,AZ,30,4.5
68251,Baskin-Robbins,FL,7,1.5
68255,TechArtista - CWE,MO,7,5.0
68257,IHOP,PA,83,2.0
68260,Angry Pepper  Waterside,FL,288,4.0
68261,Nola Gumbo,LA,5,3.0
68266,Lava Rock Grille & Sushi,AB,48,3.0
68267,Rick's Cafe,FL,21,3.5
68270,Buca di Beppo Italian Restaurant,PA,122,3.0
68271,Mechanical Brewery,NJ,14,4.5
68273,Mark & Larry's Auto Service,AZ,8,5.0
68274,Lemon Tree Asian Restaurant,PA,76,4.5
68275,Aloha Bay Tiki Bar,NJ,16,2.5
68276,Subway,LA,5,2.5
68278,Chopstix,TN,22,2.5
68283,La Cannelle Cafe,PA,41,5.0
68286,Harth,TN,5,4.5
68290,Papa John's Pizza,FL,23,3.0
68296,Las Fiestas Cafe,TN,70,4.0
68298,Pho Cali,DE,126,3.5
68310,Harry Waugh Dessert Room,FL,51,4.5
68311,Quik-Wok,ID,53,2.0
68312,Beverly's Ice Cream,FL,24,4.5
68317,Zemam's,AZ,336,4.5
68324,Center Stage,TN,5,2.0
68334,Spinelli's Bar Italia,AB,25,4.0
68335,Mr China,PA,21,4.0
68340,Bella Rossa,PA,8,3.5
68347,Wawa,DE,26,3.5
68350,VIVI Bubble Tea,LA,53,4.5
68351,Hip Donelson Farmers Market,TN,5,4.5
68352,China Latina,FL,27,3.0
68353,Red Lobster,FL,77,2.5
68356,The Wellness Kitchenista,PA,7,5.0
68357,Gourmet Donuts,TN,64,4.5
68359,Romano's Pizzeria,PA,143,4.0
68361,Mandarin House Restaurant,MO,181,3.5
68362,1799 Kitchen and Cocktails,TN,42,4.0
68364,Prime Time Donair & Kebab,AB,10,3.5
68367,Liquor Depot,FL,10,3.5
68370,Beef 'O' Brady's,FL,33,3.0
68374,Sugar & Spice,PA,6,1.5
68377,Lore's Chocolates,PA,98,4.5
68379,Cold Stone Creamery,TN,29,3.5
68382,Fette Sau,PA,631,4.0
68387,Popeyes Lousianna Kitchen,AB,5,3.0
68388,E Milano's Pizza House,TN,200,4.0
68389,Pizza di Tito,IN,17,4.0
68390,Hooks,LA,63,4.5
68395,Indian Hut,DE,22,2.5
68397,Chick-fil-A,MO,6,3.5
68398,Philly Pretzel Factory,PA,32,3.5
68402,Bauman Family Apple Butter,PA,7,5.0
68403,Cake House Design,MO,30,4.0
68404,McDonald's,PA,13,3.5
68408,Sake Hana,PA,90,4.0
68420,Coco Hut,LA,76,4.5
68422,Tanoshii,PA,36,5.0
68431,Fabios Pizza,NJ,21,4.0
68435,Pizza Warehouse,PA,5,3.0
68438,Lipkin Bakery,PA,81,3.5
68445,Galliano Restaurant,LA,730,4.5
68447,Muva’s Kitchen,IN,34,4.0
68450,Four Day Ray Brewing,IN,644,4.0
68454,RaceTrac,FL,14,4.0
68456,Las Maracas,TN,20,3.0
68457,Starbucks,MO,12,3.0
68458,Taste Budz Cafe,PA,78,4.5
68462,Jeni's Splendid Ice Creams,TN,90,4.5
68467,QDOBA Mexican Eats,ID,26,3.0
68473,Good Bird,LA,110,4.0
68478,Livery Company,MO,7,4.0
68481,Mission BBQ,PA,188,4.0
68483,CVS Pharmacy,NV,44,1.5
68492,Main Squeeze Juice Co.,LA,9,5.0
68493,JWB Grill,TN,24,4.0
68494,Kimchi Korean BBQ,CA,312,4.0
68495,Black Olive,NJ,165,3.5
68497,De Dutch,AB,147,4.0
68498,Ginza Sushi Hibachi Steak House,PA,29,4.5
68499,Salute Ristorante,PA,63,4.0
68502,Hymie's,PA,320,4.0
68503,Wendy's,NJ,7,1.5
68506,Star Sushi And Thai,IN,41,4.5
68509,Teriyaki Madness,DE,27,3.5
68515,Sansone's Seafood Market,DE,24,4.0
68516,Wei Hong Bakery,MO,38,4.0
68521,The Kove,NJ,39,3.5
68538,Wabi Sabi Japanese Fusion Cafe,FL,70,4.0
68539,China Taste,FL,34,4.0
68544,Juice Habit,FL,43,4.5
68547,Walgreens,TN,8,1.5
68550,Cooks Kitchen,FL,111,4.5
68552,Race Street Cafe,PA,315,4.0
68553,Wendy's,AZ,19,3.0
68555,Llanerch Diner,PA,219,2.5
68557,Suzy's Lounge,PA,10,3.0
68561,Rey Bagel Bistro,NJ,91,4.0
68566,ZenfiniTea,FL,8,5.0
68567,Tacos Jalisco,NV,15,2.5
68574,Hungry Howie's Pizza & Subs,FL,17,3.0
68577,Elubia's Kitchen,CA,77,4.5
68578,Taqueria La Furia,IN,5,3.5
68579,Piazza Napoli Pizza,PA,8,4.5
68581,Big Bad Breakfast - Franklin,TN,80,3.5
68583,Panda Express,IL,54,2.5
68586,McDonald's,LA,15,1.5
68587,Blue Smoke Cigar Bar,FL,20,4.5
68588,Oriental Triangle Chinese,LA,50,3.0
68591,Awash Ethiopian Restaurant,TN,84,4.5
68597,Jimmy John's,FL,30,2.5
68606,Jet's Pizza,IN,25,3.5
68609,Spice Garden Indian Cuisine,AZ,105,4.5
68613,CVS Pharmacy,FL,8,2.0
68618,Duffy's Fine Chocolates,NJ,7,4.0
68619,Pizza Zeppole,NJ,9,4.5
68624,Red Robin Gourmet Burgers and Brews,DE,86,3.0
68628,Time Out Pub,AB,16,4.0
68631,Wendy's,IN,51,1.5
68635,Los Gallos Taqueria,NV,282,4.0
68636,Miss Saigon,TN,362,4.0
68637,Barlines,TN,254,3.5
68638,Time Out Lounge,IN,10,4.5
68641,Pho Sunrise,LA,122,4.0
68645,Dunkin',FL,47,2.5
68650,Wasabi On 82nd St Japanese Restaurant & Sushi Bar,IN,187,3.5
68653,The Bait House Tackle & Tavern,FL,651,4.5
68655,Popeyes Louisiana Kitchen,ID,59,2.5
68657,Barcelona Pizza,DE,28,4.5
68659,The Back Burner,DE,91,3.5
68660,Bo Wah,PA,6,4.0
68663,McDonald's,AB,5,2.0
68669,Ichiban Noodles,IN,140,4.0
68672,Green Papaya Cafe,PA,31,5.0
68673,Quan's Cafe,AB,11,3.5
68677,Prodigy Burger Bar,IN,31,4.0
68678,The Pool Club,TN,16,3.0
68679,Jersey Mike's Subs,FL,28,3.0
68680,Marguerite's Cafe & Catering,FL,58,4.0
68682,Cold Stone Creamery,FL,35,3.5
68684,Legendairy Milkshake Bar,TN,506,3.5
68687,Tindall Road Brewery,NJ,20,4.0
68690,Chipotle Mexican Grill,FL,75,2.5
68691,Cherry on Top Ice Cream Shoppe,NJ,12,4.0
68695,Verbena BYOB,PA,63,4.5
68698,McDonald's,FL,18,1.0
68699,Five Guys,LA,50,3.5
68700,Asian House,FL,121,4.0
68701,Knosh Catering,AB,5,5.0
68705,McDonald's,IN,18,2.5
68706,Caveman Truck,IN,24,4.0
68713,Berry Greens Acai & Juice Bar,AZ,39,4.5
68714,Santucci's Original Square Pizza,PA,80,3.5
68717,Burger King,TN,13,1.5
68722,Dutch Bros Coffee,ID,9,4.0
68732,Yaad Man Restaurant & Grill,NJ,9,4.5
68735,Da Shin Bistro,PA,80,4.0
68737,U S Hotel Bar & Grill,PA,100,3.0
68738,Gateway Diner,NJ,54,4.0
68741,Izlas Latin Cuisine,PA,15,4.5
68751,Grapevine Wine and Spirits,TN,16,4.0
68755,Black Bear Diner,NV,271,3.5
68762,Hermitage Steak House,TN,92,3.5
68767,Louie,MO,230,4.5
68770,Monsoon Vietnamese Bistro,MO,180,4.5
68771,Tijuana Flats,FL,35,4.0
68776,Hurts Donut,LA,45,4.0
68782,Pete's Place South Tampa,FL,55,4.0
68785,Popeyes Louisiana Kitchen,FL,9,2.5
68786,New York New York Pizza,FL,98,3.5
68790,Cloud9 Liquor & Smoke,NV,6,4.0
68793,Blue Monkey Shaved Ice,TN,20,4.5
68797,Cheese Chalet,DE,6,3.5
68799,Marian's Sub Shop,FL,76,4.5
68800,Zea Rotisserie & Bar,LA,175,4.0
68811,Taste of Soul,NJ,33,3.5
68812,Leonardo's Italian Bakery,PA,18,3.5
68816,Robert's Western World,TN,822,4.5
68822,Parts Of Paris,FL,207,4.5
68825,Guido's Original New York Style Pizza,ID,112,4.0
68826,Sal's Pizza & Italian Restaurant,NJ,44,4.5
68827,Mama's Pizza Grille & Bistro,NJ,89,4.0
68834,Casey's Saloon & Eatery,PA,38,4.0
68838,Penn Herb Company,PA,39,4.5
68839,Buena Vista Mexican Restaurant,PA,43,4.5
68845,Domino's Pizza,IN,40,2.0
68846,Pho Bowl - Palm Harbor,FL,72,4.5
68850,Thai Orchid Restaurant,FL,76,4.0
68853,GiggyBites Bakery for Dogs,PA,17,4.5
68855,Greystone Oyster Bar,PA,40,4.0
68857,Casey's,IL,7,4.0
68858,Marcellas Restaurant,FL,15,3.5
68866,Baskin Robbins,TN,5,3.0
68869,Great Wok,LA,56,3.5
68878,New Station Pizza,PA,12,3.0
68879,Nikos,PA,12,4.0
68880,PDK Southern Kitchen & Pantry - Nashville,TN,126,4.0
68891,Zsa's Gourmet Ice Cream,PA,51,4.5
68894,ACTQ,LA,7,4.0
68898,City Barbeque,IN,227,4.0
68911,Lucky Garden Chinese Seafood Restaurant,LA,69,4.0
68912,XIX Nineteen,PA,611,3.5
68913,High Street Philadelphia,PA,807,4.0
68916,Avo,TN,504,4.5
68917,Lenny's Restaurant,FL,992,4.5
68919,Murph's Irish Pub,DE,5,3.5
68920,Asian Wok,FL,45,3.5
68922,Sbarro,LA,9,2.0
68925,Taco Bar,FL,207,4.0
68934,Monical's Pizza,IN,56,3.0
68937,China,FL,23,3.0
68940,First Watch,TN,114,4.0
68945,Golden Great Wall,PA,44,3.5
68954,Texas Wiener,PA,45,4.5
68957,Mallard's Restaurant,TN,15,3.5
68958,Hooters,FL,125,2.5
68963,Ninja Bao,PA,49,4.5
68979,Andi's Pizzeria,NJ,16,4.0
68980,Mattingly's Sports Bar & Grill,MO,65,3.0
68990,McDonald's,AB,5,2.5
68992,Voodoo Gumbo,TN,311,4.5
68998,Country Junction Restaurant,TN,31,3.5
69003,Leon Mexican Cuisine,IN,73,3.5
69005,Pascal's Manale,LA,515,3.5
69017,Chilly Water Brewing Company,IN,227,4.0
69019,Oodle Noodle Sherwood Park,AB,5,3.5
69027,Cha's Seafood,NJ,18,4.0
69038,Basement at the Bellevue,PA,16,3.0
69044,Baskin Robbins Ice Cream Store,TN,10,2.0
69045,Louisiana Pizza Kitchen Uptown,LA,157,3.5
69046,The Patio Cafe Santa Barbara,CA,65,3.0
69053,The Donut Stop,MO,97,4.5
69055,Tonewood Brewing,NJ,71,4.5
69057,"Rick's Pizza, Beer, & More",NV,214,4.5
69059,Brennan's Bar & Grill,MO,21,3.0
69060,The Latin Spot,FL,28,3.5
69063,Jimmy John's,LA,29,3.0
69064,Bonesaw Brewing,NJ,99,4.5
69074,Giorgio's Pizza,TN,38,4.5
69077,BarBurrito - Sherwood Park,AB,6,4.0
69079,7-Eleven,NV,5,2.5
69081,Jane,CA,733,4.0
69088,Tito & Pep,AZ,398,4.5
69089,Mifflin Tavern,PA,49,4.5
69091,KFC,TN,11,1.5
69102,Domino's Pizza,PA,106,1.5
69104,The Point Market at Coast Village Chevron,CA,33,3.5
69110,Tampa Karaoke VIP,FL,62,4.5
69114,McDonald's,TN,59,1.5
69116,Chef Jeff’s Hot Meals To-Go,PA,6,5.0
69117,Dasiwa,PA,230,4.5
69121,Byblos,PA,269,3.0
69123,King of Wings,PA,35,2.5
69126,Milk House Farm Market,PA,7,4.5
69128,Blanco Tacos + Tequila,AZ,739,3.5
69129,Sunset Grille,CA,17,3.0
69130,Jeni's Splendid Ice Creams,FL,45,4.5
69133,35 Below,FL,7,4.0
69138,M.L.Rose Craft Beer & Burgers - Providence,TN,42,4.0
69140,Cactus Creek Prime Steakhouse,NV,297,3.5
69147,Porky's Point Restaurant,PA,37,4.0
69155,Bojangles,TN,44,3.5
69156,Amerisports Bar & Grill,MO,51,2.5
69158,Fray's Donut House,FL,116,4.5
69162,Zona 78,AZ,281,4.0
69163,Kind Ice Cream,AB,31,4.5
69167,Clean Juice Hyde Park,FL,10,4.5
69168,Second Fiddle,TN,120,4.0
69175,Johnny Rockets,FL,12,3.0
69177,Winthrop Liquors,FL,23,4.5
69186,The Salty Crab Bar & Grill - North Beach,FL,154,4.5
69191,Dunkin',FL,6,1.5
69194,The Latin Wagon,TN,16,2.5
69197,Bar Sazerac,LA,14,1.5
69214,Buttery Restaurant,MO,34,3.5
69218,eegee's,AZ,7,3.0
69222,Dunkin',NJ,12,2.0
69225,Arby's,IN,6,3.0
69228,Earls Kitchen + Bar,AB,63,3.0
69235,Chamaco's Gourmet,NV,6,3.5
69236,Craving Donuts,FL,58,4.5
69244,Cockatoo,PA,10,3.5
69250,Tennessee whiskey tours,TN,20,3.0
69251,Subway,NV,15,2.0
69255,Quiznos,TN,38,2.0
69256,Five Saints Distilling,PA,45,4.5
69257,Sabrina's,NJ,14,3.5
69262,EL Nino ​Mexican Buffet,IL,10,4.0
69265,Pirate Crab,NJ,25,3.5
69267,Dunkin',MO,49,2.0
69270,The Over/Under Bar & Grill,MO,277,3.5
69282,208 Pho & Vegan,ID,21,4.5
69287,Gong Cha,NJ,8,4.0
69293,PrimoHoagies,PA,26,3.5
69304,Mr Wish,PA,274,4.5
69317,Panda Express,ID,39,2.0
69321,Memphis Market & Grill,PA,23,4.5
69323,4th Street Shrimp Store,FL,312,4.0
69324,Rocky Mountain Chocolate Factory,AB,8,3.5
69328,Central Coffee Shoppe,FL,151,3.5
69331,Mecca Restaurant,IN,10,4.0
69333,Evangeline's Bistro and Music House,MO,355,4.0
69335,The Butcher Block,AB,5,4.0
69336,Hilligoss Bakery,IN,86,4.0
69339,Chipotle Mexican Grill,AZ,72,2.5
69342,McDonald's,TN,24,2.0
69345,Sessions Lounge,TN,7,3.5
69347,Babins Bar And Bistro,LA,5,3.0
69348,Chipotle Mexican Grill,IN,33,2.5
69351,China Szechwan,AZ,380,4.0
69356,Starbucks,AB,9,2.5
69359,La Casa Del Chimi,FL,32,4.0
69360,Little Caesar's Pizza,NJ,12,2.5
69363,Bayou Wine Garden,LA,158,4.0
69367,Catch of the Day!,AB,12,3.0
69371,Tokyo Express,AB,10,1.5
69374,Priest Point Wine & Spirits,TN,10,3.5
69375,Raaga Indian Kitchen &Bar,FL,22,4.0
69378,Olive Garden Italian Restaurant,FL,112,3.0
69379,Estia,PA,227,4.0
69381,Dunkin',FL,46,3.0
69383,The  Crab house,PA,18,3.5
69387,Diamond Diner,NJ,70,3.0
69389,Silver Wines,CA,22,4.5
69399,Hot Box Cookies,MO,33,2.5
69402,La Crepe Nanou,LA,259,4.0
69403,Sonic Drive-In,TN,15,1.5
69412,Crystal & Spice Shoppe,IL,6,5.0
69414,Akira,NJ,90,4.0
69415,Moca Asian cuisine,FL,50,4.0
69418,Grapevine Deli,AB,8,4.5
69422,Made With Love Juicery,PA,18,4.5
69431,Mercato Ristorante and Bar,PA,288,3.5
69432,Sushi Shop,AB,7,2.0
69434,Scooped Ice Cream & Gelato,PA,62,4.5
69435,Starbucks,NV,40,3.0
69438,Dunkin',FL,12,2.0
69441,Dunkin',FL,17,2.0
69448,Walgreens,TN,8,2.0
69452,British Airways Lounge,PA,14,3.5
69457,Pizza Hut ,AB,6,1.0
69462,Wine and Beyond,AB,7,4.5
69463,Two Guys Cookin,ID,6,5.0
69467,Crescent City Farmers Market - Mid-City,LA,11,4.0
